462435,"DNA topoisomerase II alpha inhibitor",INHIBITOR
840903,"DNA topoisomerase II alpha inhibitor",INHIBITOR
624185,"DNA topoisomerase II alpha inhibitor",INHIBITOR
674927,"DNA topoisomerase II alpha inhibitor",INHIBITOR
674962,"Angiotensin-converting enzyme inhibitor",INHIBITOR
421317,"Angiotensin-converting enzyme inhibitor",INHIBITOR
674485,"Angiotensin-converting enzyme inhibitor",INHIBITOR
2197277,"Angiotensin-converting enzyme inhibitor",INHIBITOR
189203,"Angiotensin-converting enzyme inhibitor",INHIBITOR
1592407,"Angiotensin-converting enzyme inhibitor",INHIBITOR
544432,"Angiotensin-converting enzyme inhibitor",INHIBITOR
444750,"Angiotensin-converting enzyme inhibitor",INHIBITOR
674294,"Angiotensin-converting enzyme inhibitor",INHIBITOR
189204,"Angiotensin-converting enzyme inhibitor",INHIBITOR
674610,"Angiotensin-converting enzyme inhibitor",INHIBITOR
674782,"Angiotensin-converting enzyme inhibitor",INHIBITOR
400344,"Thyrotropin-releasing hormone receptor agonist",AGONIST
8130,"Prostanoid EP1 receptor agonist",AGONIST
11305,"Histone deacetylase 1 inhibitor",INHIBITOR
293438,"Pancreatic lipase inhibitor",INHIBITOR
1285395,"Erythropoietin receptor agonist",AGONIST
675361,"Erythropoietin receptor agonist",AGONIST
675493,"Erythropoietin receptor agonist",AGONIST
485738,"Inosine-5'-monophosphate dehydrogenase 1 inhibitor",INHIBITOR
675581,"Receptor protein-tyrosine kinase erbB-2 inhibitor",INHIBITOR
1328912,"Receptor protein-tyrosine kinase erbB-2 inhibitor",INHIBITOR
1121953,"Receptor protein-tyrosine kinase erbB-2 inhibitor",INHIBITOR
675130,"Receptor protein-tyrosine kinase erbB-2 inhibitor",INHIBITOR
675544,"Histamine H1 receptor antagonist",ANTAGONIST
2197756,"Histamine H1 receptor antagonist",ANTAGONIST
674442,"Histamine H1 receptor antagonist",ANTAGONIST
674448,"Histamine H1 receptor antagonist",ANTAGONIST
674569,"Histamine H1 receptor antagonist",ANTAGONIST
550917,"Histamine H1 receptor antagonist",ANTAGONIST
1926757,"Histamine H1 receptor antagonist",ANTAGONIST
674589,"Histamine H1 receptor antagonist",ANTAGONIST
674701,"Histamine H1 receptor antagonist",ANTAGONIST
674760,"Histamine H1 receptor antagonist",ANTAGONIST
674912,"Histamine H1 receptor antagonist",ANTAGONIST
674957,"Histamine H1 receptor antagonist",ANTAGONIST
1031157,"Histamine H1 receptor antagonist",ANTAGONIST
551224,"Histamine H1 receptor antagonist",ANTAGONIST
674483,"Histamine H1 receptor antagonist",ANTAGONIST
674878,"Histamine H1 receptor antagonist",ANTAGONIST
110803,"Histamine H1 receptor antagonist",ANTAGONIST
496910,"Histamine H1 receptor antagonist",ANTAGONIST
674746,"Histamine H1 receptor antagonist",ANTAGONIST
699453,"Histamine H1 receptor antagonist",ANTAGONIST
674918,"Histamine H1 receptor antagonist",ANTAGONIST
675019,"Histamine H1 receptor antagonist",ANTAGONIST
2197426,"Histamine H1 receptor antagonist",ANTAGONIST
2197391,"Histamine H1 receptor agonist",AGONIST
674925,"Histamine H1 receptor antagonist",ANTAGONIST
675698,"Histamine H1 receptor antagonist",ANTAGONIST
226880,"Histamine H1 receptor antagonist",ANTAGONIST
1677325,"Histamine H1 receptor antagonist",ANTAGONIST
674720,"Histamine H1 receptor antagonist",ANTAGONIST
1676284,"Histamine H1 receptor antagonist",ANTAGONIST
191342,"Histamine H1 receptor antagonist",ANTAGONIST
468199,"Histamine H1 receptor antagonist",ANTAGONIST
490981,"Histamine H1 receptor antagonist",ANTAGONIST
674343,"Histamine H1 receptor antagonist",ANTAGONIST
674397,"Histamine H1 receptor antagonist",ANTAGONIST
674501,"Histamine H1 receptor antagonist",ANTAGONIST
675141,"Histamine H1 receptor antagonist",ANTAGONIST
675710,"Histamine H1 receptor antagonist",ANTAGONIST
447448,"Histamine H1 receptor antagonist",ANTAGONIST
479129,"Histamine H1 receptor antagonist",ANTAGONIST
1537769,"Histamine H1 receptor antagonist",ANTAGONIST
674357,"Histamine H1 receptor antagonist",ANTAGONIST
1376009,"Histamine H1 receptor antagonist",ANTAGONIST
674910,"Histamine H1 receptor antagonist",ANTAGONIST
675040,"Histamine H1 receptor antagonist",ANTAGONIST
674974,"Histamine H1 receptor antagonist",ANTAGONIST
674346,"Histamine H1 receptor antagonist",ANTAGONIST
524710,"Histamine H1 receptor agonist",AGONIST
674899,"Histamine H1 receptor antagonist",ANTAGONIST
675617,"TNF-alpha inhibitor",INHIBITOR
675782,"TNF-alpha inhibitor",INHIBITOR
675482,"TNF-alpha inhibitor",INHIBITOR
675371,"TNF-alpha inhibitor",INHIBITOR
675784,"TNF-alpha inhibitor",INHIBITOR
44920,"Phosphodiesterase 5A inhibitor",INHIBITOR
283529,"Phosphodiesterase 5A inhibitor",INHIBITOR
564291,"Phosphodiesterase 5A inhibitor",INHIBITOR
1285392,"Phosphodiesterase 5A inhibitor",INHIBITOR
11305,"Histone deacetylase 3 inhibitor",INHIBITOR
1536859,"Dopamine D2 receptor antagonist",ANTAGONIST
2197349,"Dopamine D2 receptor antagonist",ANTAGONIST
674902,"Dopamine D2 receptor antagonist",ANTAGONIST
16505,"Dopamine D2 receptor antagonist",ANTAGONIST
674658,"Dopamine D2 receptor modulator",MODULATOR
37266,"Dopamine D2 receptor antagonist",ANTAGONIST
872071,"Dopamine D2 receptor antagonist",ANTAGONIST
675038,"Dopamine D2 receptor agonist",AGONIST
738635,"Dopamine D2 receptor antagonist",ANTAGONIST
674805,"Dopamine D2 receptor antagonist",ANTAGONIST
1537268,"Dopamine D2 receptor antagonist",ANTAGONIST
80209,"Dopamine D2 receptor antagonist",ANTAGONIST
675053,"Dopamine D2 receptor antagonist",ANTAGONIST
1926823,"Dopamine D2 receptor antagonist",ANTAGONIST
155006,"Dopamine D2 receptor partial agonist","PARTIAL AGONIST"
1379630,"Dopamine D2 receptor antagonist",ANTAGONIST
13949,"Dopamine D2 receptor antagonist",ANTAGONIST
675003,"Dopamine D2 receptor antagonist",ANTAGONIST
674891,"Dopamine D2 receptor antagonist",ANTAGONIST
674370,"Dopamine D2 receptor antagonist",ANTAGONIST
468656,"Dopamine D2 receptor antagonist",ANTAGONIST
209829,"Dopamine D2 receptor antagonist",ANTAGONIST
2197695,"Dopamine D2 receptor antagonist",ANTAGONIST
16584,"Dopamine D2 receptor antagonist",ANTAGONIST
674899,"Dopamine D2 receptor antagonist",ANTAGONIST
2464679,"Calcitonin receptor agonist",AGONIST
2197638,"Calcitonin receptor agonist",AGONIST
1376065,"Type-1 angiotensin II receptor antagonist",ANTAGONIST
109797,"Type-1 angiotensin II receptor antagonist",ANTAGONIST
421066,"Type-1 angiotensin II receptor antagonist",ANTAGONIST
139045,"Type-1 angiotensin II receptor antagonist",ANTAGONIST
674621,"Type-1 angiotensin II receptor antagonist",ANTAGONIST
674643,"Type-1 angiotensin II receptor antagonist",ANTAGONIST
116349,"Type-1 angiotensin II receptor antagonist",ANTAGONIST
674938,"Type-1 angiotensin II receptor antagonist",ANTAGONIST
116949,"Type-1 angiotensin II receptor antagonist",ANTAGONIST
674794,"Serotonin 2b (5-HT2b) receptor partial agonist","PARTIAL AGONIST"
2197429,"Serotonin 2b (5-HT2b) receptor antagonist",ANTAGONIST
675485,"Ig epsilon chain C region inhibitor",INHIBITOR
421089,"Thyroid peroxidase inhibitor",INHIBITOR
421208,"Thyroid peroxidase inhibitor",INHIBITOR
675524,"Myeloid cell surface antigen CD33 binding agent","BINDING AGENT"
674699,"DOPA decarboxylase inhibitor",INHIBITOR
675684,"Macrophage colony stimulating factor receptor inhibitor",INHIBITOR
450864,"Macrophage colony stimulating factor receptor inhibitor",INHIBITOR
675476,"Alpha-1a adrenergic receptor agonist",AGONIST
33307,"Alpha-1a adrenergic receptor antagonist",ANTAGONIST
674995,"Alpha-1a adrenergic receptor antagonist",ANTAGONIST
674646,"Alpha-1a adrenergic receptor agonist",AGONIST
675778,"Epidermal growth factor receptor erbB1 inhibitor",INHIBITOR
675579,"Epidermal growth factor receptor erbB1 inhibitor",INHIBITOR
611647,"Epidermal growth factor receptor erbB1 inhibitor",INHIBITOR
88232,"Epidermal growth factor receptor erbB1 inhibitor",INHIBITOR
675130,"Epidermal growth factor receptor erbB1 inhibitor",INHIBITOR
112655,"Dopamine D3 receptor agonist",AGONIST
80209,"Dopamine D3 receptor antagonist",ANTAGONIST
84644,"Ryanodine receptor 1 antagonist",ANTAGONIST
4941,"Enoyl-[acyl-carrier-protein] reductase inhibitor",INHIBITOR
374005,"Enoyl-[acyl-carrier-protein] reductase inhibitor",INHIBITOR
675530,"Luteinizing hormone/Choriogonadotropin receptor agonist",AGONIST
675508,"Luteinizing hormone/Choriogonadotropin receptor agonist",AGONIST
675623,"Luteinizing hormone/Choriogonadotropin receptor agonist",AGONIST
675639,"Luteinizing hormone/Choriogonadotropin receptor agonist",AGONIST
1376005,"Gonadotropin-releasing hormone receptor antagonist",ANTAGONIST
674622,"Gonadotropin-releasing hormone receptor agonist",AGONIST
674462,"Gonadotropin-releasing hormone receptor agonist",AGONIST
237298,"Gonadotropin-releasing hormone receptor antagonist",ANTAGONIST
1341219,"Gonadotropin-releasing hormone receptor antagonist",ANTAGONIST
674452,"Gonadotropin-releasing hormone receptor agonist",AGONIST
674460,"Gonadotropin-releasing hormone receptor agonist",AGONIST
674467,"Gonadotropin-releasing hormone receptor agonist",AGONIST
674505,"Gonadotropin-releasing hormone receptor agonist",AGONIST
2832028,"Gonadotropin-releasing hormone receptor antagonist",ANTAGONIST
674726,"Gonadotropin-releasing hormone receptor agonist",AGONIST
33679,"Steroid 5-alpha-reductase 2 inhibitor",INHIBITOR
9217,"Arachidonate 5-lipoxygenase inhibitor",INHIBITOR
674711,"Arachidonate 5-lipoxygenase inhibitor",INHIBITOR
986494,"Arachidonate 5-lipoxygenase inhibitor",INHIBITOR
33202,"Arachidonate 5-lipoxygenase inhibitor",INHIBITOR
674964,"Arachidonate 5-lipoxygenase inhibitor",INHIBITOR
1223,"Arachidonate 5-lipoxygenase inhibitor",INHIBITOR
674857,"Muscarinic acetylcholine receptor M1 antagonist",ANTAGONIST
674298,"Muscarinic acetylcholine receptor M1 antagonist",ANTAGONIST
1449190,"Muscarinic acetylcholine receptor M1 agonist",AGONIST
674831,"Muscarinic acetylcholine receptor M1 antagonist",ANTAGONIST
230999,"Muscarinic acetylcholine receptor M1 antagonist",ANTAGONIST
554127,"Muscarinic acetylcholine receptor M1 antagonist",ANTAGONIST
453573,"Muscarinic acetylcholine receptor M1 antagonist",ANTAGONIST
150389,"Muscarinic acetylcholine receptor M1 antagonist",ANTAGONIST
674779,"Muscarinic acetylcholine receptor M1 antagonist",ANTAGONIST
674986,"Muscarinic acetylcholine receptor M1 antagonist",ANTAGONIST
1049461,"Muscarinic acetylcholine receptor M1 antagonist",ANTAGONIST
675018,"Muscarinic acetylcholine receptor M1 antagonist",ANTAGONIST
674430,"Muscarinic acetylcholine receptor M1 antagonist",ANTAGONIST
674722,"Muscarinic acetylcholine receptor M1 antagonist",ANTAGONIST
1418097,"Muscarinic acetylcholine receptor M1 antagonist",ANTAGONIST
583519,"Muscarinic acetylcholine receptor M1 antagonist",ANTAGONIST
445395,"Muscarinic acetylcholine receptor M1 antagonist",ANTAGONIST
426067,"Muscarinic acetylcholine receptor M1 antagonist",ANTAGONIST
579689,"Muscarinic acetylcholine receptor M1 antagonist",ANTAGONIST
674377,"Muscarinic acetylcholine receptor M1 antagonist",ANTAGONIST
674921,"Muscarinic acetylcholine receptor M1 antagonist",ANTAGONIST
674901,"Muscarinic acetylcholine receptor M1 antagonist",ANTAGONIST
778083,"Muscarinic acetylcholine receptor M1 antagonist",ANTAGONIST
674334,"Muscarinic acetylcholine receptor M1 antagonist",ANTAGONIST
674978,"Muscarinic acetylcholine receptor M1 antagonist",ANTAGONIST
674842,"Muscarinic acetylcholine receptor M1 antagonist",ANTAGONIST
675691,"Tyrosine-protein kinase ABL inhibitor",INHIBITOR
361469,"Tyrosine-protein kinase ABL inhibitor",INHIBITOR
62111,"Tyrosine-protein kinase ABL inhibitor",INHIBITOR
1277553,"Tyrosine-protein kinase ABL inhibitor",INHIBITOR
485100,"Tyrosine-protein kinase ABL inhibitor",INHIBITOR
675783,"Thrombopoietin receptor agonist",AGONIST
2197562,"Thrombopoietin receptor agonist",AGONIST
11305,"Histone deacetylase 6 inhibitor",INHIBITOR
1279,"Beta-1 adrenergic receptor antagonist",ANTAGONIST
674788,"Beta-1 adrenergic receptor antagonist",ANTAGONIST
674764,"Beta-1 adrenergic receptor antagonist",ANTAGONIST
675066,"Beta-1 adrenergic receptor antagonist",ANTAGONIST
674696,"Beta-1 adrenergic receptor antagonist",ANTAGONIST
896873,"Beta-1 adrenergic receptor antagonist",ANTAGONIST
675128,"Beta-1 adrenergic receptor antagonist",ANTAGONIST
8543,"Beta-1 adrenergic receptor partial agonist","PARTIAL AGONIST"
674898,"Beta-1 adrenergic receptor antagonist",ANTAGONIST
674369,"Beta-1 adrenergic receptor agonist",AGONIST
444077,"Beta-1 adrenergic receptor agonist",AGONIST
461225,"Beta-1 adrenergic receptor antagonist",ANTAGONIST
505776,"Beta-1 adrenergic receptor antagonist",ANTAGONIST
1538559,"Beta-1 adrenergic receptor antagonist",ANTAGONIST
546564,"Beta-1 adrenergic receptor antagonist",ANTAGONIST
2197437,"Beta-1 adrenergic receptor antagonist",ANTAGONIST
543228,"Beta-1 adrenergic receptor antagonist",ANTAGONIST
674821,"Beta-1 adrenergic receptor antagonist",ANTAGONIST
1533286,"Beta-1 adrenergic receptor antagonist",ANTAGONIST
1355926,"Beta-1 adrenergic receptor antagonist",ANTAGONIST
675682,"Beta-1 adrenergic receptor antagonist",ANTAGONIST
675014,"Beta-1 adrenergic receptor antagonist",ANTAGONIST
8531,"Beta-1 adrenergic receptor antagonist",ANTAGONIST
675464,"Sigma opioid receptor agonist",AGONIST
2197380,"Sigma opioid receptor modulator",MODULATOR
2197381,"Sigma opioid receptor modulator",MODULATOR
705811,"Sigma opioid receptor agonist",AGONIST
127755,"Tissue-type plasminogen activator inhibitor",INHIBITOR
139281,"Sodium-(potassium)-chloride cotransporter 2 inhibitor",INHIBITOR
2654,"Sodium-(potassium)-chloride cotransporter 2 inhibitor",INHIBITOR
180329,"Sodium-(potassium)-chloride cotransporter 2 inhibitor",INHIBITOR
2046,"Sodium-(potassium)-chloride cotransporter 2 inhibitor",INHIBITOR
674438,"Sodium-(potassium)-chloride cotransporter 2 inhibitor",INHIBITOR
619,"Thiazide-sensitive sodium-chloride cotransporter inhibitor",INHIBITOR
73548,"Thiazide-sensitive sodium-chloride cotransporter inhibitor",INHIBITOR
92458,"Thiazide-sensitive sodium-chloride cotransporter inhibitor",INHIBITOR
674990,"Thiazide-sensitive sodium-chloride cotransporter inhibitor",INHIBITOR
62615,"Thiazide-sensitive sodium-chloride cotransporter inhibitor",INHIBITOR
674567,"Thiazide-sensitive sodium-chloride cotransporter inhibitor",INHIBITOR
428791,"Thiazide-sensitive sodium-chloride cotransporter inhibitor",INHIBITOR
453564,"Thiazide-sensitive sodium-chloride cotransporter inhibitor",INHIBITOR
2045,"Thiazide-sensitive sodium-chloride cotransporter inhibitor",INHIBITOR
515239,"Thiazide-sensitive sodium-chloride cotransporter inhibitor",INHIBITOR
583522,"Thiazide-sensitive sodium-chloride cotransporter inhibitor",INHIBITOR
134100,"Thiazide-sensitive sodium-chloride cotransporter inhibitor",INHIBITOR
134333,"Thiazide-sensitive sodium-chloride cotransporter inhibitor",INHIBITOR
453832,"Thiazide-sensitive sodium-chloride cotransporter inhibitor",INHIBITOR
1629652,"Arabinosyltransferase A inhibitor",INHIBITOR
674727,"Calcium sensing receptor positive allosteric modulator","POSITIVE ALLOSTERIC MODULATOR"
8130,"Prostanoid EP2 receptor agonist",AGONIST
596044,"Nicotinic acetylcholine receptor alpha subunit agonist",AGONIST
364859,"Potassium channel, inwardly rectifying, subfamily J, member 11 opener",OPENER
675409,"Vasopressin V1a receptor agonist",AGONIST
675059,"Vasopressin V1a receptor antagonist",ANTAGONIST
1510461,"Serotonin 1b (5-HT1b) receptor agonist",AGONIST
196215,"Serotonin 1b (5-HT1b) receptor agonist",AGONIST
674954,"Serotonin 1b (5-HT1b) receptor agonist",AGONIST
1410635,"Serotonin 1b (5-HT1b) receptor agonist",AGONIST
674472,"Serotonin 1b (5-HT1b) receptor agonist",AGONIST
674552,"Serotonin 1b (5-HT1b) receptor agonist",AGONIST
674983,"Serotonin 1b (5-HT1b) receptor agonist",AGONIST
27111,"Serotonin 1b (5-HT1b) receptor agonist",AGONIST
675101,"Serotonin 1b (5-HT1b) receptor agonist",AGONIST
1543375,"Serotonin 3a (5-HT3a) receptor antagonist",ANTAGONIST
3183,"Serotonin 3a (5-HT3a) receptor antagonist",ANTAGONIST
699431,"Serotonin 3a (5-HT3a) receptor antagonist",ANTAGONIST
54547,"Serotonin 3a (5-HT3a) receptor antagonist",ANTAGONIST
551486,"Serotonin 3a (5-HT3a) receptor antagonist",ANTAGONIST
1675783,"Serotonin 3a (5-HT3a) receptor antagonist",ANTAGONIST
674836,"Serotonin 3a (5-HT3a) receptor antagonist",ANTAGONIST
674891,"Serotonin 3a (5-HT3a) receptor antagonist",ANTAGONIST
674706,"Cholecystokinin A receptor agonist",AGONIST
675133,"FK506-binding protein 1A inhibitor",INHIBITOR
923,"FK506-binding protein 1A inhibitor",INHIBITOR
1248731,"FK506-binding protein 1A inhibitor",INHIBITOR
674637,"FK506-binding protein 1A inhibitor",INHIBITOR
2197758,"FK506-binding protein 1A inhibitor",INHIBITOR
1277553,"Serine/threonine-protein kinase RAF inhibitor",INHIBITOR
674436,"Serine/threonine-protein kinase RAF inhibitor",INHIBITOR
453578,"Adenosine deaminase inhibitor",INHIBITOR
1377883,"Succinate semialdehyde dehydrogenase inhibitor",INHIBITOR
1991,"Succinate semialdehyde dehydrogenase inhibitor",INHIBITOR
15217,"Succinate semialdehyde dehydrogenase inhibitor",INHIBITOR
161281,"Serotonin transporter inhibitor",INHIBITOR
549367,"Serotonin transporter inhibitor",INHIBITOR
674273,"Serotonin transporter inhibitor",INHIBITOR
674661,"Serotonin transporter inhibitor",INHIBITOR
674732,"Serotonin transporter inhibitor",INHIBITOR
345595,"Serotonin transporter inhibitor",INHIBITOR
549372,"Serotonin transporter inhibitor",INHIBITOR
674560,"Serotonin transporter inhibitor",INHIBITOR
675033,"Serotonin transporter inhibitor",INHIBITOR
674546,"Serotonin transporter substrate",SUBSTRATE
1038357,"Serotonin transporter inhibitor",INHIBITOR
674749,"Serotonin transporter inhibitor",INHIBITOR
675017,"Serotonin transporter inhibitor",INHIBITOR
674915,"Serotonin transporter inhibitor",INHIBITOR
155045,"Serotonin transporter inhibitor",INHIBITOR
675679,"Serotonin transporter inhibitor",INHIBITOR
674279,"Serotonin transporter inhibitor",INHIBITOR
543658,"Serotonin transporter inhibitor",INHIBITOR
2197716,"Serotonin transporter inhibitor",INHIBITOR
2335035,"Serotonin transporter inhibitor",INHIBITOR
674443,"Serotonin transporter inhibitor",INHIBITOR
675107,"Serotonin transporter inhibitor",INHIBITOR
674283,"Serotonin transporter inhibitor",INHIBITOR
361469,"Platelet-derived growth factor receptor beta inhibitor",INHIBITOR
674436,"Platelet-derived growth factor receptor beta inhibitor",INHIBITOR
485100,"Platelet-derived growth factor receptor beta inhibitor",INHIBITOR
2832031,"Somatostatin receptor 1 agonist",AGONIST
675409,"Vasopressin V1b receptor agonist",AGONIST
550857,"Peroxisome proliferator-activated receptor gamma agonist",AGONIST
62701,"Peroxisome proliferator-activated receptor gamma agonist",AGONIST
666,"Peroxisome proliferator-activated receptor gamma agonist",AGONIST
674711,"Peroxisome proliferator-activated receptor gamma agonist",AGONIST
33202,"Peroxisome proliferator-activated receptor gamma agonist",AGONIST
674964,"Peroxisome proliferator-activated receptor gamma agonist",AGONIST
675369,"Secretin receptor agonist",AGONIST
675494,"Secretin receptor agonist",AGONIST
1592393,"Secretin receptor agonist",AGONIST
675696,"Peroxisome proliferator-activated receptor alpha agonist",AGONIST
2994,"Peroxisome proliferator-activated receptor alpha agonist",AGONIST
28331,"Peroxisome proliferator-activated receptor alpha agonist",AGONIST
16415,"Peroxisome proliferator-activated receptor alpha agonist",AGONIST
100310,"Peroxisome proliferator-activated receptor alpha agonist",AGONIST
2882636,"Thioredoxin reductase 1 inhibitor",INHIBITOR
674428,"Xanthine dehydrogenase inhibitor",INHIBITOR
647206,"Xanthine dehydrogenase inhibitor",INHIBITOR
395607,"Xanthine dehydrogenase inhibitor",INHIBITOR
394229,"Vitamin k epoxide reductase complex subunit 1 isoform 1 inhibitor",INHIBITOR
33727,"Vitamin k epoxide reductase complex subunit 1 isoform 1 inhibitor",INHIBITOR
394231,"Vitamin k epoxide reductase complex subunit 1 isoform 1 inhibitor",INHIBITOR
674723,"Vitamin k epoxide reductase complex subunit 1 isoform 1 inhibitor",INHIBITOR
674830,"Vitamin k epoxide reductase complex subunit 1 isoform 1 inhibitor",INHIBITOR
94571,"Aldehyde dehydrogenase inhibitor",INHIBITOR
361469,"Stem cell growth factor receptor inhibitor",INHIBITOR
675684,"Stem cell growth factor receptor inhibitor",INHIBITOR
1277553,"Stem cell growth factor receptor inhibitor",INHIBITOR
674436,"Stem cell growth factor receptor inhibitor",INHIBITOR
450864,"Stem cell growth factor receptor inhibitor",INHIBITOR
485100,"Stem cell growth factor receptor inhibitor",INHIBITOR
675138,"C-C chemokine receptor type 5 antagonist",ANTAGONIST
2080,"Dihydrofolate reductase inhibitor",INHIBITOR
2197696,"Dihydrofolate reductase inhibitor",INHIBITOR
675010,"Dihydrofolate reductase inhibitor",INHIBITOR
78303,"Histamine H2 receptor antagonist",ANTAGONIST
675002,"Histamine H2 receptor antagonist",ANTAGONIST
674900,"Histamine H2 receptor agonist",AGONIST
1672366,"Histamine H2 receptor antagonist",ANTAGONIST
1382812,"Histamine H2 receptor antagonist",ANTAGONIST
1620,"Histamine H2 receptor antagonist",ANTAGONIST
1383722,"Histamine H2 receptor antagonist",ANTAGONIST
674939,"Histamine H2 receptor antagonist",ANTAGONIST
524710,"Histamine H2 receptor agonist",AGONIST
